region,district,town,address,station_num,station_code,total_const,received_ballot,voted_total,voted_early,early_perc,voted_home,voted_at_station,dmitr,kanop,luka,luka_perc,tikha,tikha_perc,chere,against_all,invalid_ballots,received_by_comission,damaged_ballots,unused_ballots
Могилевская,Осиповичский,г. Осиповичи,"г. Осиповичи, ул.Горького, 4а, ГУО «Средняя школа № 3 г.Осиповичи»",2,06-135-0002,2197,2157,2156,1098,49.97724169321802,82,976,40,26,1099,50.97402597402597,752,34.87940630797773,44,195,NA,NA,NA,NA
Могилевская,Осиповичский,г. Осиповичи,"г. Осиповичи, ул.60 лет Октября, 23, общежитие ОАО «Осиповичский завод автомобильных агрегатов»",7,06-135-0007,2729,2168,2168,681,24.954195676071823,16,1471,3,4,1407,64.89852398523985,724,33.39483394833948,5,22,0,2793,3,641
Могилевская,Осиповичский,г. Осиповичи,"г. Осиповичи, ул.Сташкевича, 35а, ГУО «Гимназия г.Осиповичи»",9,06-135-0009,2413,1841,1836,579,23.995026937422296,19,1238,24,17,1236,67.3202614379085,424,23.093681917211327,53,68,14,2510,1,668
Могилевская,Осиповичский,г. Осиповичи,"г. Осиповичи, ул.Сумченко, 9, районный Центр культуры и досуга",11,06-135-0011,1719,1380,1380,437,25.4217568353694,40,903,31,9,570,41.30434782608695,647,46.88405797101449,36,87,NA,NA,NA,NA
Могилевская,Осиповичский,аг.Лапичи,"аг.Лапичи, административное здание Лапичского сельисполкома ул.Октябрьская,30",20,06-135-0020,805,797,797,352,43.72670807453416,49,396,2,3,573,71.89460476787954,202,25.345043914680048,6,11,NA,NA,NA,NA
Могилевская,Осиповичский,р.п.Елизово,"р.п.Елизово, поселковый Дом культуры ул.Ленина,19",25,06-135-0025,1586,1475,1475,447,28.18411097099622,91,937,21,6,1091,73.96610169491525,336,22.779661016949152,7,11,3,1660,0,185
Могилевская,Славгородский,г. Славгород,"г. Славгород, ул. Октябрьская, д. 20, помещение государственного учреждения образования «Средняя школа № 1 г. Славгорода»",1,06-136-0001,2123,1998,1996,1303,61.37541215261423,89,604,4,8,1807,90.53106212424849,34,1.7034068136272544,14,129,NA,NA,NA,NA
Могилевская,Шкловский,г. Шклов,"г. Шклов, ул. Кленовая, 1, ГУО «Детский сад №7 г.Шклова»",7,06-140-0007,776,754,754,522,67.26804123711341,59,173,5,3,720,95.49071618037135,8,1.0610079575596816,4,10,4,914,0,160
Могилевская,Могилевский,деревня Салтановка,"деревня Салтановка, ул. П роизводственная, д. 1, административное здание Могилевского унитарного коммунального предприятия «Жилкомхоз»",8,06-146-0008,757,609,609,198,26.1558784676354,178,232,16,7,287,47.12643678160919,245,40.229885057471265,10,44,NA,NA,NA,NA
Могилевская,Могилевский,агрогородок Полыковичи,"агрогородок Полыковичи, ул. Центральная, д. 134, сельский Дом культуры государственного учреждения культуры «Централизованная клубная система Могилевского района»",24,06-146-0024,1272,1105,1105,550,43.23899371069182,197,558,14,16,721,65.24886877828054,226,20.452488687782804,17,81,30,1270,0,35
Могилевская,Могилевский,агрогородок Полыковичи,"агрогородок Полыковичи, ул. Подгорная, д. 16, административное здание Полыковичского сельского Совета депутатов.",25,06-146-0025,NA,NA,1057,NA,NA,NA,NA,30,6,445,42.10028382213813,440,41.62724692526017,24,112,NA,NA,NA,NA
Могилевская,Могилевский,деревня Новое Пашково,"деревня Новое Пашково, ул. Хроменкова, д. 13, административное здание Пашковского сельского Совета депутатов",35,06-146-0035,1351,1163,1163,303,22.427831236121392,167,693,15,10,646,55.54600171969045,424,36.45743766122098,15,40,13,1355,0,192
